<<<<<<< HEAD
Ship_Type,DWT,Engine_Power_kW,Design_Speed,Avg_Speed_Knots,Distance_NM,Draft_Percentage,Wind_Beaufort,Wave_Height_m,Current_Speed_Knots,Current_Direction,Season,Fuel_Consumption_Tons
Container,83394,68699,823.0,115.6,19.7,77,Clean,2-Stroke,187275,174.7,Fixed Pitch,6541,10.5,Constant,Inter-Monsoon,1,Head,0.5,2.2,Beam,VLSFO,0.0,4692.19
Container,127770,92062,990.1,140.2,24.6,92,Clean,2-Stroke,390621,172.4,Controllable Pitch,3766,22.0,Constant,Inter-Monsoon,7,Following,3.3,2.2,Beam,VLSFO,0.0,9399.3
Container,49671,39833,654.3,91.5,21.3,99,Moderate,2-Stroke,156953,157.9,Fixed Pitch,1954,18.4,Constant,Northeast Monsoon,8,Head,3.9,2.5,Following,HFO,0.0,2065.3
Tanker,313735,241342,1483.0,207.8,15.7,56,Moderate,2-Stroke,253866,168.1,Fixed Pitch,3337,9.9,Constant,Inter-Monsoon,3,Head,1.6,1.6,Head,VLSFO,0.0,6321.06
Container,201084,156282,1222.9,170.5,24.1,75,Heavy,2-Stroke,497106,176.4,Fixed Pitch,1189,19.4,Constant,Inter-Monsoon,8,Head,4.2,1.2,Following,MGO,0.0,3720.12
Tanker,284800,203134,1428.6,200.3,13.2,63,Clean,2-Stroke,135026,159.5,Controllable Pitch,3263,8.2,Variable,Northeast Monsoon,4,Quartering,2.0,1.3,Head,HFO,7.1,3127.62
Ro-Ro,55111,63299,681.0,96.9,17.6,90,Moderate,2-Stroke,103579,168.4,Fixed Pitch,2649,11.5,Variable,Northeast Monsoon,5,Following,2.3,2.0,Following,HFO,4.1,1060.01
LNG,95235,80561,872.3,122.4,19.2,76,Clean,2-Stroke,196400,170.8,Fixed Pitch,3069,16.5,Variable,Southwest Monsoon,7,Beam,3.5,1.6,Head,VLSFO,9.2,5143.32
Container,152203,132475,1075.7,148.4,21.0,77,Moderate,2-Stroke,336798,164.9,Fixed Pitch,2747,14.8,Constant,Inter-Monsoon,3,Head,1.5,2.8,Beam,MGO,0.0,4802.8
Ro-Ro,30806,31156,513.6,70.6,17.8,65,Clean,2-Stroke,83315,170.9,Fixed Pitch,3471,15.8,Constant,Inter-Monsoon,8,Quartering,4.0,2.9,Head,HFO,0.0,3604.37
Container,190580,161728,1183.3,164.6,19.6,81,Clean,2-Stroke,307820,161.1,Fixed Pitch,2070,12.2,Variable,Northeast Monsoon,9,Head,4.3,0.9,Beam,HFO,2.0,3669.14
Tanker,303746,197958,1468.5,206.0,13.7,58,Clean,2-Stroke,166851,165.8,Fixed Pitch,4311,7.7,Variable,Inter-Monsoon,5,Quartering,2.7,0.5,Beam,VLSFO,8.8,3571.69
Container,183736,156121,1166.9,164.3,22.2,93,Clean,2-Stroke,422564,165.5,Fixed Pitch,5772,17.8,Constant,Inter-Monsoon,6,Head,3.0,1.6,Beam,HFO,0.0,17551.59
Bulker,203591,125169,1223.9,171.7,13.8,71,Clean,2-Stroke,141998,163.4,Fixed Pitch,5760,7.6,Constant,Inter-Monsoon,6,Head,2.8,2.8,Following,HFO,0.0,2729.45
Ro-Ro,34182,34855,546.1,77.1,19.1,81,Clean,2-Stroke,94045,162.7,Controllable Pitch,5068,11.0,Constant,Inter-Monsoon,8,Head,4.0,0.4,Head,HFO,0.0,2541.36
LNG,67232,65143,739.9,101.9,18.4,70,Clean,2-Stroke,127930,163.2,Fixed Pitch,5492,17.1,Constant,Southwest Monsoon,4,Beam,1.5,1.1,Head,HFO,0.0,5944.09
Container,59991,50670,698.7,97.4,20.1,88,Clean,2-Stroke,146264,163.8,Fixed Pitch,4606,18.5,Constant,Inter-Monsoon,6,Quartering,2.8,1.6,Following,HFO,0.0,4144.58
Container,128963,106010,982.9,139.2,24.7,82,Moderate,2-Stroke,383827,159.0,Fixed Pitch,1620,21.3,Variable,Inter-Monsoon,8,Following,3.9,2.1,Beam,MGO,8.0,3261.24
Ro-Ro,50913,52647,645.0,90.6,21.0,96,Heavy,2-Stroke,152530,158.1,Fixed Pitch,5683,19.5,Constant,Northeast Monsoon,5,Beam,2.2,1.6,Head,MGO,0.0,8357.62
Tanker,136911,105386,1029.0,142.4,14.0,78,Clean,2-Stroke,102904,162.5,Fixed Pitch,3914,7.9,Constant,Inter-Monsoon,7,Following,3.8,0.8,Following,HFO,0.0,1798.57
Tanker,118860,75973,971.7,135.6,15.5,90,Moderate,2-Stroke,118673,160.9,Controllable Pitch,2106,12.2,Variable,Southwest Monsoon,6,Head,3.2,1.9,Beam,VLSFO,3.0,2366.4
Bulker,233336,138483,1304.9,182.8,13.1,91,Moderate,2-Stroke,124598,166.9,Fixed Pitch,5648,11.4,Variable,Southwest Monsoon,5,Head,2.2,2.4,Head,VLSFO,2.0,11791.45
Container,211049,157136,1243.7,174.3,24.9,77,Clean,2-Stroke,558239,172.6,Controllable Pitch,5029,15.7,Constant,Inter-Monsoon,5,Quartering,2.7,1.4,Head,VLSFO,0.0,11922.14
Ro-Ro,51002,56825,667.5,93.6,16.7,72,Heavy,2-Stroke,93188,174.2,Fixed Pitch,2171,11.0,Variable,Northeast Monsoon,7,Following,4.1,1.1,Head,HFO,9.2,1403.42
Container,46753,36153,633.2,89.0,23.7,79,Clean,2-Stroke,188914,163.3,Controllable Pitch,5174,19.9,Variable,Inter-Monsoon,2,Following,0.8,2.4,Head,MGO,4.2,6252.57
Ro-Ro,27362,31077,498.1,72.1,18.3,99,Clean,2-Stroke,87044,163.4,Fixed Pitch,7616,12.5,Variable,Northeast Monsoon,9,Quartering,4.4,1.9,Beam,HFO,1.6,4140.3
Ro-Ro,11660,11876,347.3,50.5,16.6,61,Moderate,2-Stroke,35496,156.9,Fixed Pitch,1526,15.1,Constant,Southwest Monsoon,7,Head,3.2,2.3,Head,VLSFO,0.0,657.19
LNG,98868,84903,889.3,124.4,17.3,74,Clean,2-Stroke,143686,157.4,Fixed Pitch,6093,15.8,Variable,Southwest Monsoon,9,Quartering,4.8,0.6,Following,HFO,9.9,6108.53
Tanker,124372,84942,984.3,138.1,16.3,83,Clean,2-Stroke,138177,169.8,Controllable Pitch,1347,13.0,Constant,Inter-Monsoon,7,Following,3.5,1.3,Head,HFO,0.0,1750.81
Tanker,191799,144747,1194.8,167.5,14.5,75,Moderate,2-Stroke,155020,168.7,Fixed Pitch,7694,9.0,Constant,Southwest Monsoon,5,Beam,2.5,1.9,Following,LNG,0.0,5010.87
Tanker,173328,109226,1131.8,158.2,15.2,87,Moderate,2-Stroke,142535,171.4,Fixed Pitch,833,10.5,Constant,Southwest Monsoon,4,Quartering,1.8,2.7,Beam,HFO,0.0,1020.55
LNG,92495,88847,854.1,120.2,16.2,91,Clean,2-Stroke,113343,152.5,Fixed Pitch,7370,11.9,Constant,Southwest Monsoon,6,Head,3.4,2.3,Head,VLSFO,0.0,10128.46
LNG,62994,58780,724.2,101.9,16.5,93,Moderate,2-Stroke,104558,162.5,Fixed Pitch,4844,14.5,Constant,Southwest Monsoon,3,Quartering,1.3,1.1,Beam,VLSFO,0.0,4706.52
Bulker,132612,84398,1008.5,140.9,13.4,93,Clean,2-Stroke,85654,170.1,Fixed Pitch,1157,10.4,Constant,Inter-Monsoon,4,Quartering,2.0,0.5,Head,VLSFO,0.0,1099.73
Tanker,103250,78509,904.2,127.3,15.9,60,Clean,2-Stroke,120017,174.4,Fixed Pitch,1961,12.3,Constant,Inter-Monsoon,4,Quartering,2.0,1.8,Following,HFO,0.0,1139.02
Container,164041,119046,1104.5,153.3,20.8,50,Clean,2-Stroke,307733,162.9,Controllable Pitch,6446,11.7,Constant,Northeast Monsoon,5,Beam,2.4,0.9,Head,VLSFO,0.0,6964.58
Ro-Ro,58865,68292,701.8,98.4,21.0,76,Clean,2-Stroke,172929,165.7,Fixed Pitch,7886,17.2,Constant,Inter-Monsoon,1,Head,0.7,1.7,Head,MGO,0.0,9590.83
Bulker,45096,26630,621.7,87.6,13.0,64,Heavy,2-Stroke,41819,163.9,Fixed Pitch,7627,10.6,Variable,Inter-Monsoon,2,Quartering,0.7,2.2,Beam,LNG,8.5,2574.57
Container,180048,135097,1152.1,162.9,22.8,66,Clean,2-Stroke,454017,168.3,Fixed Pitch,4410,14.7,Constant,Northeast Monsoon,2,Head,0.8,0.2,Beam,HFO,0.0,7766.9
Container,164409,144075,1120.3,156.5,20.6,88,Clean,2-Stroke,333887,161.8,Controllable Pitch,5668,13.9,Variable,Northeast Monsoon,8,Beam,4.2,0.4,Head,VLSFO,8.3,9171.82
Container,48753,38536,638.5,89.1,20.8,90,Clean,2-Stroke,141021,157.7,Fixed Pitch,6414,12.3,Variable,Inter-Monsoon,2,Following,0.9,1.6,Head,VLSFO,0.2,4647.26
Ro-Ro,46382,48407,629.5,90.4,17.9,81,Clean,2-Stroke,95132,170.4,Fixed Pitch,5008,12.9,Variable,Northeast Monsoon,9,Following,4.8,1.2,Head,HFO,6.3,3131.39
Bulker,177303,108763,1157.0,161.2,14.4,80,Moderate,2-Stroke,139136,160.6,Fixed Pitch,2987,10.9,Constant,Southwest Monsoon,7,Head,3.4,1.2,Head,HFO,0.0,4858.85
Ro-Ro,36181,37238,570.7,80.3,16.9,63,Clean,2-Stroke,74464,162.1,Controllable Pitch,4380,13.0,Variable,Northeast Monsoon,6,Head,2.5,2.0,Head,HFO,1.1,2917.41
Ro-Ro,33151,33273,541.6,74.4,20.3,91,Clean,2-Stroke,117486,161.9,Controllable Pitch,3800,11.1,Constant,Southwest Monsoon,9,Head,4.3,0.4,Following,HFO,0.0,2149.63
Bulker,142552,81640,1040.7,144.3,15.9,91,Moderate,2-Stroke,137948,169.8,Fixed Pitch,562,10.6,Constant,Northeast Monsoon,9,Head,4.3,1.9,Following,HFO,0.0,487.61
Tanker,92043,70333,864.5,120.3,15.6,51,Clean,2-Stroke,117919,160.8,Fixed Pitch,7423,8.9,Constant,Southwest Monsoon,3,Quartering,1.3,2.2,Following,VLSFO,0.0,2515.03
Container,44662,33659,613.9,86.0,24.4,57,Clean,2-Stroke,230796,158.4,Fixed Pitch,3649,19.5,Constant,Inter-Monsoon,2,Following,0.4,0.8,Head,MGO,0.0,3759.92
Bulker,270706,177349,1389.2,193.7,12.7,54,Heavy,2-Stroke,112612,166.7,Fixed Pitch,3653,9.9,Constant,Inter-Monsoon,7,Head,3.4,2.4,Following,MGO,0.0,2245.25
LNG,84672,69766,824.3,115.2,18.6,69,Clean,2-Stroke,162118,159.0,Fixed Pitch,7485,14.6,Variable,Inter-Monsoon,9,Quartering,4.4,1.5,Head,MGO,8.1,8914.81
Bulker,134412,82757,1005.4,140.5,12.3,79,Clean,2-Stroke,75895,167.8,Fixed Pitch,5034,10.9,Variable,Inter-Monsoon,8,Beam,4.1,1.6,Following,MGO,2.9,3042.12
Ro-Ro,52906,56899,663.3,93.1,18.4,68,Clean,2-Stroke,115758,167.8,Fixed Pitch,7154,14.7,Constant,Inter-Monsoon,4,Head,1.9,2.5,Following,HFO,0.0,3371.56
Tanker,250187,170271,1345.3,189.0,15.6,75,Clean,2-Stroke,195968,168.2,Fixed Pitch,5193,8.8,Variable,Inter-Monsoon,5,Beam,2.5,0.9,Beam,VLSFO,2.6,5031.6
Container,196164,166225,1202.6,171.0,20.3,87,Moderate,2-Stroke,301884,175.8,Fixed Pitch,2348,16.8,Constant,Northeast Monsoon,8,Beam,4.0,2.6,Head,HFO,0.0,7974.81
Ro-Ro,31509,32092,526.7,72.4,19.4,84,Heavy,2-Stroke,90863,165.1,Fixed Pitch,6616,17.5,Variable,Northeast Monsoon,3,Following,1.1,1.2,Beam,HFO,9.0,4474.8
Bulker,216201,124426,1248.9,174.7,14.9,86,Heavy,2-Stroke,168039,159.0,Fixed Pitch,2157,11.8,Variable,Inter-Monsoon,9,Head,4.5,2.9,Beam,MGO,6.5,3773.65
Ro-Ro,23498,25771,469.9,66.3,19.8,87,Clean,2-Stroke,84033,160.0,Fixed Pitch,4407,16.4,Constant,Northeast Monsoon,7,Following,3.9,0.6,Head,HFO,0.0,2551.89
Tanker,372411,266639,1616.9,227.2,14.5,52,Heavy,2-Stroke,216260,163.7,Fixed Pitch,7292,9.7,Constant,Inter-Monsoon,5,Following,2.5,1.3,Following,HFO,0.0,6705.18
LNG,83387,78265,825.8,116.1,17.5,87,Clean,2-Stroke,127505,171.5,Fixed Pitch,4614,10.0,Constant,Southwest Monsoon,6,Beam,3.1,2.8,Head,VLSFO,0.0,4763.4
Bulker,175305,113191,1142.2,160.4,14.4,55,Moderate,2-Stroke,130009,169.6,Fixed Pitch,5954,10.2,Variable,Southwest Monsoon,7,Beam,3.7,0.1,Following,VLSFO,8.3,4488.04
Tanker,368806,267840,1598.2,224.0,13.9,56,Heavy,2-Stroke,175832,162.8,Fixed Pitch,1405,8.7,Variable,Inter-Monsoon,9,Following,4.7,1.4,Following,HFO,6.9,996.78
LNG,99971,92887,887.2,121.7,19.3,63,Heavy,2-Stroke,190584,160.4,Fixed Pitch,774,11.9,Variable,Inter-Monsoon,4,Following,2.3,2.7,Following,VLSFO,5.6,438.32
Ro-Ro,14914,15996,374.8,53.3,19.9,56,Clean,2-Stroke,66920,164.4,Fixed Pitch,624,15.3,Variable,Southwest Monsoon,2,Head,1.1,0.3,Following,MGO,1.6,204.61
LNG,105537,101829,909.0,129.7,18.3,80,Heavy,2-Stroke,159571,159.0,Fixed Pitch,5583,13.5,Constant,Northeast Monsoon,9,Head,4.9,2.0,Head,HFO,0.0,10035.51
LNG,116921,103266,956.5,134.8,16.8,93,Moderate,2-Stroke,153681,168.0,Fixed Pitch,814,14.4,Variable,Southwest Monsoon,6,Head,3.2,1.7,Beam,VLSFO,9.7,1328.51
Tanker,394598,298019,1652.7,232.8,15.2,95,Clean,2-Stroke,235397,168.1,Fixed Pitch,2327,13.8,Constant,Inter-Monsoon,5,Following,2.5,2.4,Head,HFO,0.0,7364.99
LNG,72488,64260,778.1,108.8,16.6,60,Clean,2-Stroke,113473,171.1,Fixed Pitch,7603,10.4,Variable,Inter-Monsoon,5,Following,2.3,2.7,Following,HFO,5.5,2530.77
Tanker,142599,97218,1037.1,145.7,15.9,72,Clean,2-Stroke,139994,162.8,Fixed Pitch,2386,14.6,Constant,Southwest Monsoon,4,Beam,1.5,2.5,Beam,VLSFO,0.0,2864.82
LNG,83953,77649,824.3,117.2,18.7,74,Moderate,2-Stroke,177115,162.9,Fixed Pitch,3287,14.6,Constant,Northeast Monsoon,7,Beam,3.6,0.1,Following,VLSFO,0.0,3637.85
Container,28349,20558,503.5,71.1,19.2,93,Moderate,2-Stroke,98178,163.2,Fixed Pitch,4028,13.2,Constant,Northeast Monsoon,6,Following,3.1,1.2,Beam,MGO,0.0,2179.48
Ro-Ro,37799,44627,571.8,79.9,16.8,84,Heavy,2-Stroke,74041,163.5,Controllable Pitch,2873,8.6,Constant,Southwest Monsoon,8,Head,4.0,0.9,Head,MGO,0.0,1448.49
Ro-Ro,37165,42748,567.3,78.2,17.9,95,Clean,2-Stroke,80813,157.0,Controllable Pitch,7123,9.6,Constant,Southwest Monsoon,8,Quartering,4.1,1.7,Beam,MGO,0.0,2679.31
Ro-Ro,23632,24926,468.5,64.7,18.2,92,Heavy,2-Stroke,72487,147.7,Fixed Pitch,5411,15.3,Constant,Southwest Monsoon,1,Beam,0.6,1.9,Beam,VLSFO,0.0,2897.46
Ro-Ro,37017,41857,571.2,80.4,19.6,75,Heavy,2-Stroke,107382,167.9,Fixed Pitch,6919,10.2,Variable,Northeast Monsoon,6,Quartering,3.2,2.2,Beam,MGO,1.3,2955.19
Ro-Ro,48112,56548,636.0,90.1,19.9,70,Clean,2-Stroke,131085,167.1,Fixed Pitch,628,13.3,Variable,Southwest Monsoon,5,Head,2.4,2.2,Head,HFO,9.7,614.81
Ro-Ro,20378,24540,440.1,62.1,20.6,79,Moderate,2-Stroke,83814,162.0,Fixed Pitch,6067,11.3,Variable,Northeast Monsoon,6,Following,3.4,0.8,Head,VLSFO,5.1,2162.3
LNG,98709,96688,883.0,125.0,19.3,87,Moderate,2-Stroke,210483,167.7,Controllable Pitch,1405,10.4,Constant,Southwest Monsoon,3,Head,1.4,0.4,Following,MGO,0.0,1293.48
Container,43136,37387,610.2,86.5,20.2,69,Clean,2-Stroke,123615,157.3,Fixed Pitch,1351,14.3,Constant,Inter-Monsoon,2,Quartering,0.6,1.0,Head,HFO,0.0,896.55
Bulker,283836,161755,1422.1,199.7,12.7,75,Moderate,2-Stroke,141104,168.6,Fixed Pitch,2747,9.5,Variable,Northeast Monsoon,2,Beam,1.0,1.5,Beam,HFO,9.8,3171.49
Tanker,376598,282350,1614.6,225.6,14.7,57,Heavy,2-Stroke,228498,163.4,Fixed Pitch,3636,9.5,Variable,Northeast Monsoon,6,Quartering,3.0,2.0,Head,VLSFO,2.2,7287.35
Container,108067,89082,932.7,132.2,20.4,82,Clean,2-Stroke,217209,167.9,Fixed Pitch,7469,10.8,Constant,Southwest Monsoon,6,Beam,2.8,1.0,Head,HFO,0.0,7198.52
Ro-Ro,21211,23666,439.1,61.5,17.8,70,Clean,2-Stroke,59733,167.8,Controllable Pitch,560,13.1,Variable,Inter-Monsoon,3,Quartering,1.3,1.4,Head,VLSFO,0.2,281.96
Container,108051,81477,926.0,132.3,21.6,61,Clean,2-Stroke,298518,166.3,Fixed Pitch,3856,14.3,Constant,Inter-Monsoon,1,Head,0.8,2.8,Head,LNG,0.0,6583.74
LNG,119815,102536,965.3,134.6,19.2,86,Clean,2-Stroke,208465,175.0,Fixed Pitch,7116,16.2,Constant,Inter-Monsoon,7,Beam,3.6,1.9,Following,VLSFO,0.0,7929.04
Tanker,91617,58552,862.0,120.2,15.1,52,Clean,2-Stroke,104462,158.4,Fixed Pitch,1577,9.0,Variable,Inter-Monsoon,5,Beam,2.4,2.9,Head,HFO,8.6,1216.63
Ro-Ro,15987,19326,374.7,53.2,18.4,90,Moderate,2-Stroke,54998,162.4,Fixed Pitch,7725,11.0,Constant,Inter-Monsoon,9,Beam,4.4,0.4,Beam,HFO,0.0,2106.42
Ro-Ro,49091,52571,637.4,90.6,18.7,55,Clean,2-Stroke,115155,162.6,Fixed Pitch,4075,11.7,Constant,Northeast Monsoon,9,Beam,4.6,2.9,Beam,HFO,0.0,1996.7
Ro-Ro,41632,48536,600.1,84.1,20.3,93,Moderate,2-Stroke,132873,167.4,Fixed Pitch,5122,13.0,Constant,Inter-Monsoon,3,Following,1.6,2.9,Beam,VLSFO,0.0,3518.17
LNG,106626,90451,919.1,127.1,17.6,74,Clean,2-Stroke,151548,156.3,Fixed Pitch,1404,10.1,Constant,Inter-Monsoon,4,Beam,2.2,2.4,Beam,HFO,0.0,1049.31
Tanker,323154,222871,1501.2,209.6,16.4,68,Moderate,2-Stroke,253263,169.1,Fixed Pitch,1531,13.2,Constant,Northeast Monsoon,1,Head,0.5,0.8,Head,LNG,0.0,3446.93
Ro-Ro,24054,28325,474.6,68.2,18.1,73,Clean,2-Stroke,71776,169.0,Fixed Pitch,3983,14.5,Variable,Northeast Monsoon,5,Following,2.5,1.8,Beam,VLSFO,7.9,1634.26
LNG,96350,78397,860.6,121.7,16.5,80,Clean,2-Stroke,138315,166.8,Controllable Pitch,2367,10.6,Constant,Northeast Monsoon,2,Beam,0.7,2.9,Following,HFO,0.0,1153.68
Tanker,282175,185099,1416.7,198.8,16.0,76,Clean,2-Stroke,227959,157.2,Fixed Pitch,2883,10.1,Constant,Inter-Monsoon,5,Quartering,2.6,0.5,Beam,VLSFO,0.0,3403.15
Container,74515,54593,779.2,110.1,24.4,75,Moderate,2-Stroke,314792,167.7,Controllable Pitch,6655,15.4,Variable,Northeast Monsoon,3,Head,1.5,1.5,Beam,VLSFO,6.7,8087.94
Container,55810,45205,680.6,94.3,18.2,97,Moderate,2-Stroke,129007,168.1,Fixed Pitch,1124,12.9,Variable,Inter-Monsoon,8,Quartering,4.3,1.5,Head,LNG,9.9,1281.63
Container,209701,182829,1240.3,174.7,24.1,85,Moderate,2-Stroke,574606,159.9,Controllable Pitch,6884,12.9,Constant,Northeast Monsoon,1,Quartering,0.5,1.4,Head,VLSFO,0.0,16280.39
Tanker,241851,156377,1321.1,186.2,15.9,95,Moderate,2-Stroke,184409,164.7,Fixed Pitch,1343,12.7,Constant,Inter-Monsoon,4,Quartering,1.8,0.9,Head,VLSFO,0.0,2591.26
Ro-Ro,26900,30269,500.6,70.1,19.2,74,Clean,2-Stroke,82006,163.1,Fixed Pitch,4862,13.3,Variable,Northeast Monsoon,4,Quartering,2.1,0.3,Following,VLSFO,9.2,1645.61
Ro-Ro,35139,38483,550.4,77.2,16.5,55,Clean,2-Stroke,75390,165.1,Fixed Pitch,6558,10.3,Constant,Northeast Monsoon,5,Head,2.5,2.0,Head,HFO,0.0,3582.82
Bulker,46127,26557,634.3,88.4,13.9,54,Heavy,2-Stroke,54055,174.7,Fixed Pitch,2418,12.9,Constant,Inter-Monsoon,9,Quartering,4.4,2.5,Head,HFO,0.0,2074.18
Tanker,77118,51091,787.5,109.5,14.3,62,Moderate,2-Stroke,80061,167.3,Fixed Pitch,1226,9.9,Constant,Southwest Monsoon,5,Following,2.2,2.4,Head,HFO,0.0,973.21
Container,47991,36258,642.2,90.4,24.3,69,Moderate,2-Stroke,224844,162.4,Fixed Pitch,4291,16.9,Variable,Northeast Monsoon,2,Quartering,0.9,0.7,Beam,HFO,7.0,3323.46
Container,30125,21941,518.5,73.4,22.1,72,Clean,2-Stroke,135601,159.3,Fixed Pitch,4854,13.1,Constant,Southwest Monsoon,3,Quartering,1.3,2.8,Head,VLSFO,0.0,3430.97
Ro-Ro,25122,25961,474.0,66.3,20.9,86,Clean,2-Stroke,103039,159.0,Fixed Pitch,6120,18.0,Variable,Inter-Monsoon,2,Following,0.6,1.4,Head,VLSFO,9.3,4348.09
Container,203516,171140,1230.9,172.8,25.0,57,Clean,2-Stroke,581404,173.7,Controllable Pitch,3924,14.7,Constant,Inter-Monsoon,5,Following,2.8,1.0,Following,VLSFO,0.0,6148.43
Ro-Ro,35230,39218,550.2,77.5,17.8,90,Moderate,2-Stroke,79038,158.6,Fixed Pitch,3122,12.8,Constant,Southwest Monsoon,2,Quartering,1.0,0.0,Following,MGO,0.0,1464.2
Container,198975,168379,1218.7,169.8,20.2,96,Heavy,2-Stroke,328303,169.9,Fixed Pitch,1604,11.0,Constant,Southwest Monsoon,8,Following,3.8,0.4,Following,HFO,0.0,2315.23
Tanker,196701,131751,1203.3,169.1,16.4,65,Clean,2-Stroke,184780,166.3,Fixed Pitch,1697,15.1,Constant,Inter-Monsoon,6,Beam,2.7,2.4,Beam,HFO,0.0,2592.95
LNG,72077,68352,762.2,105.9,19.0,59,Clean,2-Stroke,159313,154.6,Fixed Pitch,3410,17.6,Constant,Southwest Monsoon,1,Quartering,0.3,1.2,Following,HFO,0.0,2836.73
Container,39964,33507,595.1,83.2,21.0,96,Heavy,2-Stroke,149402,163.2,Fixed Pitch,6962,17.6,Constant,Inter-Monsoon,7,Head,3.6,1.9,Head,HFO,0.0,11218.36
Bulker,179335,117789,1148.6,161.3,15.8,75,Heavy,2-Stroke,158182,168.8,Fixed Pitch,3433,8.6,Variable,Southwest Monsoon,1,Beam,0.6,2.9,Following,HFO,7.9,1627.06
Ro-Ro,34713,36182,553.6,78.6,18.4,64,Clean,2-Stroke,84772,171.6,Fixed Pitch,2866,14.8,Constant,Southwest Monsoon,9,Following,4.5,1.6,Head,VLSFO,0.0,1718.5
LNG,61676,54906,715.7,100.9,17.4,58,Heavy,2-Stroke,101640,156.6,Controllable Pitch,4037,8.7,Constant,Southwest Monsoon,3,Beam,1.8,0.5,Head,LNG,0.0,1692.58
Ro-Ro,23027,24702,458.1,62.4,19.6,95,Clean,2-Stroke,91365,155.7,Controllable Pitch,7663,17.5,Variable,Inter-Monsoon,1,Quartering,0.8,1.3,Head,MGO,8.7,5823.53
LNG,69408,66806,759.5,106.6,19.3,81,Heavy,2-Stroke,168194,164.5,Fixed Pitch,4899,14.2,Variable,Northeast Monsoon,9,Head,4.5,0.7,Following,HFO,1.7,5777.21
Bulker,247646,136338,1331.3,186.3,13.3,71,Heavy,2-Stroke,121609,165.1,Fixed Pitch,5049,12.3,Constant,Inter-Monsoon,2,Quartering,1.1,2.0,Head,HFO,0.0,9440.06
Container,28084,20877,505.1,69.1,23.4,91,Moderate,2-Stroke,158473,161.3,Controllable Pitch,2877,14.9,Constant,Inter-Monsoon,8,Quartering,4.3,0.3,Head,HFO,0.0,2043.46
Bulker,151328,87772,1077.8,151.6,12.7,66,Moderate,2-Stroke,96284,162.8,Fixed Pitch,6150,8.9,Constant,Inter-Monsoon,1,Following,0.4,0.2,Head,LNG,0.0,4352.11
Bulker,115657,64715,947.4,133.0,12.5,71,Clean,2-Stroke,72699,166.8,Fixed Pitch,4799,8.1,Variable,Northeast Monsoon,2,Beam,1.0,2.9,Following,HFO,6.3,1197.63
Tanker,204538,156967,1232.4,172.2,15.0,56,Moderate,2-Stroke,151364,162.7,Fixed Pitch,4356,10.5,Constant,Northeast Monsoon,8,Following,3.8,1.6,Head,HFO,0.0,5285.81
Container,108399,94130,928.2,129.3,21.8,64,Moderate,2-Stroke,283051,166.0,Fixed Pitch,7626,16.0,Constant,Inter-Monsoon,3,Following,1.2,2.0,Beam,VLSFO,0.0,9290.65
Container,85906,71584,830.7,116.5,22.9,57,Clean,2-Stroke,262209,166.0,Fixed Pitch,3615,12.9,Variable,Inter-Monsoon,6,Head,3.0,2.7,Beam,MGO,8.4,2987.6
Tanker,369838,263203,1599.3,223.5,15.3,90,Clean,2-Stroke,251564,164.8,Fixed Pitch,3186,12.8,Constant,Northeast Monsoon,2,Beam,1.0,0.7,Following,MGO,0.0,6190.29
LNG,78207,63548,798.6,112.6,18.7,83,Clean,2-Stroke,155005,168.2,Fixed Pitch,7209,11.8,Variable,Southwest Monsoon,1,Beam,0.3,1.6,Head,VLSFO,9.3,6679.06
Ro-Ro,35121,39732,551.1,77.5,18.9,62,Moderate,2-Stroke,109344,162.0,Fixed Pitch,1596,11.0,Constant,Northeast Monsoon,5,Quartering,2.6,0.1,Beam,HFO,0.0,762.75
LNG,95176,91846,877.3,122.2,16.0,71,Clean,2-Stroke,121034,166.1,Fixed Pitch,3183,10.6,Constant,Inter-Monsoon,1,Head,0.7,2.4,Head,LNG,0.0,3533.38
Ro-Ro,57273,57656,689.8,96.2,16.9,76,Moderate,2-Stroke,95155,153.0,Fixed Pitch,7682,14.8,Constant,Southwest Monsoon,9,Beam,4.4,0.2,Following,VLSFO,0.0,5573.7
LNG,96871,89625,880.9,124.0,17.4,65,Moderate,2-Stroke,154414,164.4,Fixed Pitch,2196,11.2,Variable,Northeast Monsoon,5,Following,2.5,2.2,Following,MGO,9.7,1118.1
LNG,116169,106485,943.5,131.9,18.1,94,Heavy,2-Stroke,184232,165.3,Fixed Pitch,6615,11.5,Constant,Southwest Monsoon,3,Quartering,1.3,1.7,Head,HFO,0.0,8901.95
Bulker,256115,156378,1358.7,190.8,12.9,83,Heavy,2-Stroke,134679,162.6,Fixed Pitch,5138,9.4,Constant,Inter-Monsoon,5,Beam,2.4,2.2,Beam,HFO,0.0,6503.54
Tanker,209220,147235,1249.1,173.9,15.0,78,Clean,2-Stroke,172812,161.7,Fixed Pitch,1775,11.8,Variable,Inter-Monsoon,5,Quartering,2.1,2.1,Beam,HFO,3.8,2385.9
Tanker,195722,125377,1207.3,168.0,15.1,90,Clean,2-Stroke,146826,167.4,Fixed Pitch,6757,13.5,Variable,Inter-Monsoon,5,Beam,2.6,2.4,Head,VLSFO,0.7,13769.3
